report,prompt,model,reference_words,generated_words,length_ratio,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1
report_annual_1,zero_shot,gemini,221,451,2.0407239819004523,0.24217118997912318,0.5065502183406113,0.3276836158192091,0.06903765690376569,0.14473684210526316,0.0934844192634561,0.1022964509394572,0.21397379912663755,0.1384180790960452,0.8167843222618103,0.8401364088058472,0.828295886516571
report_annual_1,zero_shot,openai,221,418,1.8914027149321266,0.2394678492239468,0.47161572052401746,0.3176470588235294,0.05333333333333334,0.10526315789473684,0.07079646017699115,0.11529933481152993,0.22707423580786026,0.15294117647058822,0.817557692527771,0.8337967991828918,0.82559734582901
report_annual_1,zero_shot,qwen36,221,422,1.909502262443439,0.26229508196721313,0.4890829694323144,0.34146341463414637,0.05868544600938967,0.10964912280701754,0.0764525993883792,0.13817330210772832,0.2576419213973799,0.1798780487804878,0.8216900825500488,0.847428023815155,0.8343605995178223
report_annual_1,few_shot,gemini,221,485,2.1945701357466065,0.22823984526112184,0.5152838427947598,0.3163538873994638,0.060077519379844964,0.13596491228070176,0.08333333333333334,0.10638297872340426,0.24017467248908297,0.14745308310991959,0.8240782618522644,0.844100832939148,0.8339694142341614
report_annual_1,few_shot,openai,221,414,1.8733031674208145,0.2383073496659243,0.4672489082969432,0.31563421828908556,0.05803571428571429,0.11403508771929824,0.07692307692307693,0.12249443207126949,0.24017467248908297,0.16224188790560473,0.8193768858909607,0.8394865989685059,0.8293098211288452
report_annual_1,few_shot,qwen36,221,405,1.832579185520362,0.2714285714285714,0.4978165938864629,0.3513097072419106,0.07398568019093078,0.13596491228070176,0.09582689335394125,0.14285714285714285,0.26200873362445415,0.18489984591679506,0.828568160533905,0.8519796133041382,0.8401108980178833
report_annual_1,chain_of_event,gemini,221,392,1.7737556561085972,0.2624113475177305,0.4847161572052402,0.3404907975460123,0.07109004739336493,0.13157894736842105,0.09230769230769231,0.11583924349881797,0.21397379912663755,0.15030674846625766,0.8237015604972839,0.8479015827178955,0.8356263637542725
report_annual_1,chain_of_event,openai,221,418,1.8914027149321266,0.2047930283224401,0.4104803493449782,0.27325581395348836,0.043668122270742356,0.08771929824561403,0.05830903790087464,0.1111111111111111,0.22270742358078602,0.14825581395348836,0.8099757432937622,0.829937219619751,0.8198349475860596
report_annual_1,chain_of_event,qwen36,221,381,1.7239819004524888,0.2558139534883721,0.43231441048034935,0.32142857142857145,0.046632124352331605,0.07894736842105263,0.05863192182410423,0.11627906976744186,0.1965065502183406,0.14610389610389607,0.8233047127723694,0.8446406126022339,0.8338361978530884
report_annual_2,zero_shot,gemini,507,518,1.0216962524654833,0.49642857142857144,0.5091575091575091,0.5027124773960218,0.16994633273703041,0.1743119266055046,0.1721014492753623,0.175,0.1794871794871795,0.17721518987341775,0.8538321852684021,0.839093804359436,0.8463988304138184
report_annual_2,zero_shot,openai,507,412,0.8126232741617357,0.4871244635193133,0.4157509157509158,0.44861660079051385,0.16129032258064516,0.13761467889908258,0.1485148514851485,0.21244635193133046,0.1813186813186813,0.1956521739130435,0.8619577288627625,0.8417936563491821,0.8517563939094543
report_annual_2,zero_shot,qwen36,507,418,0.8244575936883629,0.47608695652173916,0.4010989010989011,0.43538767395626243,0.16775599128540306,0.14128440366972478,0.15338645418326693,0.21956521739130436,0.184981684981685,0.20079522862823063,0.8524836301803589,0.8463926315307617,0.8494272232055664
report_annual_2,few_shot,gemini,507,476,0.9388560157790927,0.5057915057915058,0.47985347985347987,0.49248120300751885,0.19342359767891681,0.1834862385321101,0.18832391713747645,0.1891891891891892,0.1794871794871795,0.1842105263157895,0.8593941330909729,0.8420119285583496,0.8506142497062683
report_annual_2,few_shot,openai,507,418,0.8244575936883629,0.5010660980810234,0.43040293040293043,0.4630541871921182,0.19444444444444445,0.1669724770642202,0.17966436327739385,0.19829424307036247,0.17032967032967034,0.1832512315270936,0.859548032283783,0.8452839851379395,0.8523563146591187
report_annual_2,few_shot,qwen36,507,365,0.7199211045364892,0.46923076923076923,0.33516483516483514,0.391025641025641,0.13110539845758354,0.09357798165137615,0.10920770877944325,0.18461538461538463,0.13186813186813187,0.15384615384615385,0.8375055193901062,0.8280409574508667,0.8327463865280151
report_annual_2,chain_of_event,gemini,507,479,0.9447731755424064,0.5258126195028681,0.5036630036630036,0.5144995322731525,0.19157088122605365,0.1834862385321101,0.18744142455482662,0.18164435946462715,0.17399267399267399,0.17773620205799812,0.8388592004776001,0.8350827693939209,0.8369667530059814
report_annual_2,chain_of_event,openai,507,434,0.8560157790927022,0.45020746887966806,0.3974358974358974,0.42217898832684825,0.13513513513513514,0.11926605504587157,0.1267056530214425,0.17842323651452283,0.1575091575091575,0.16731517509727625,0.8585275411605835,0.8388514518737793,0.8485754132270813
report_annual_2,chain_of_event,qwen36,507,380,0.7495069033530573,0.5074626865671642,0.37362637362637363,0.43037974683544306,0.1745635910224439,0.12844036697247707,0.14799154334038056,0.21641791044776118,0.15934065934065933,0.18354430379746833,0.8473451137542725,0.8393780589103699,0.8433427810668945
report_annual_3,zero_shot,gemini,227,491,2.1629955947136565,0.3427495291902072,0.7489711934156379,0.4702842377260983,0.1169811320754717,0.256198347107438,0.16062176165803108,0.1337099811676083,0.29218106995884774,0.1834625322997416,0.8593042492866516,0.8751038312911987,0.8671320080757141
report_annual_3,zero_shot,openai,227,415,1.828193832599119,0.32548179871520344,0.6255144032921811,0.4281690140845071,0.10085836909871244,0.19421487603305784,0.1327683615819209,0.1284796573875803,0.24691358024691357,0.16901408450704228,0.8581158518791199,0.873943567276001,0.8659573197364807
report_annual_3,zero_shot,qwen36,227,409,1.801762114537445,0.3006993006993007,0.5308641975308642,0.38392857142857134,0.10046728971962617,0.17768595041322313,0.12835820895522387,0.10955710955710955,0.1934156378600823,0.13988095238095238,0.8369147777557373,0.8611770868301392,0.8488726019859314
