report,prompt,model,reference_words,generated_words,length_ratio,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1
report_quarterly_1,zero_shot,gemini,196,527,2.688775510204082,0.22142857142857142,0.5486725663716814,0.3155216284987277,0.06797853309481217,0.1688888888888889,0.09693877551020408,0.11428571428571428,0.2831858407079646,0.1628498727735369,0.826887309551239,0.8403435349464417,0.83356112241745
report_quarterly_1,zero_shot,openai,196,392,2.0,0.25389755011135856,0.504424778761062,0.33777777777777773,0.06473214285714286,0.1288888888888889,0.08618127786032691,0.12249443207126949,0.24336283185840707,0.16296296296296298,0.8462603688240051,0.8340205550193787,0.8400959372520447
report_quarterly_1,zero_shot,qwen36,196,470,2.3979591836734695,0.25984251968503935,0.584070796460177,0.35967302452316074,0.07889546351084813,0.17777777777777778,0.10928961748633881,0.12007874015748031,0.26991150442477874,0.1662125340599455,0.8268214464187622,0.8375911116600037,0.8321714997291565
report_quarterly_1,few_shot,gemini,196,392,2.0,0.25176470588235295,0.47345132743362833,0.32872503840245776,0.054245283018867926,0.10222222222222223,0.07087827426810478,0.11764705882352941,0.22123893805309736,0.15360983102918585,0.8157845139503479,0.8308470249176025,0.8232468962669373
report_quarterly_1,few_shot,openai,196,426,2.173469387755102,0.2923728813559322,0.6106194690265486,0.39541547277936967,0.09341825902335456,0.19555555555555557,0.1264367816091954,0.1292372881355932,0.26991150442477874,0.17478510028653294,0.8523672819137573,0.8421149849891663,0.8472101092338562
report_quarterly_1,few_shot,qwen36,196,460,2.3469387755102042,0.2318548387096774,0.5088495575221239,0.3185595567867036,0.06262626262626263,0.13777777777777778,0.08611111111111111,0.11290322580645161,0.24778761061946902,0.15512465373961218,0.8275936245918274,0.8292198777198792,0.8284059166908264
report_quarterly_1,chain_of_event,gemini,196,385,1.9642857142857142,0.28809523809523807,0.5353982300884956,0.37461300309597517,0.07398568019093078,0.13777777777777778,0.09627329192546584,0.13095238095238096,0.24336283185840707,0.17027863777089783,0.8228591680526733,0.8354964256286621,0.8291296362876892
report_quarterly_1,chain_of_event,openai,196,433,2.2091836734693877,0.2578616352201258,0.5442477876106194,0.34992887624466573,0.058823529411764705,0.12444444444444444,0.07988587731811699,0.11320754716981132,0.23893805309734514,0.15362731152204837,0.8427959084510803,0.839584469795227,0.841187059879303
report_quarterly_1,chain_of_event,qwen36,196,459,2.3418367346938775,0.26785714285714285,0.5973451327433629,0.3698630136986301,0.0775347912524851,0.17333333333333334,0.10714285714285715,0.12103174603174603,0.26991150442477874,0.16712328767123286,0.8304201364517212,0.8394123911857605,0.8348920345306396
report_quarterly_2,zero_shot,gemini,293,491,1.6757679180887373,0.26591760299625467,0.47019867549668876,0.33971291866028713,0.075046904315197,0.132890365448505,0.09592326139088729,0.12921348314606743,0.22847682119205298,0.16507177033492823,0.8298721313476562,0.8410449624061584,0.8354212045669556
report_quarterly_2,zero_shot,openai,293,422,1.4402730375426622,0.2446351931330472,0.37748344370860926,0.296875,0.053763440860215055,0.08305647840531562,0.06527415143603134,0.12660944206008584,0.19536423841059603,0.15364583333333334,0.8300262689590454,0.819122314453125,0.8245382308959961
report_quarterly_2,zero_shot,qwen36,293,425,1.4505119453924915,0.2847682119205298,0.4271523178807947,0.3417218543046358,0.05752212389380531,0.08637873754152824,0.06905710491367863,0.1479028697571744,0.22185430463576158,0.17748344370860927,0.8200848698616028,0.829879105091095,0.8249529600143433
report_quarterly_2,few_shot,gemini,293,329,1.1228668941979523,0.384180790960452,0.4503311258278146,0.4146341463414634,0.14730878186968838,0.17275747508305647,0.15902140672782877,0.21468926553672316,0.25165562913907286,0.23170731707317077,0.8501807451248169,0.8447453379631042,0.847454309463501
report_quarterly_2,few_shot,openai,293,438,1.4948805460750854,0.2577962577962578,0.4105960264900662,0.3167305236270754,0.0625,0.09966777408637874,0.0768245838668374,0.13721413721413722,0.2185430463576159,0.1685823754789272,0.8299136757850647,0.8230026960372925,0.8264437317848206
